txn_id,txn_date,amount,direction,description,reference,bank_type_code,running_balance
BT-000584,2026-08-26,79.85,debit,MONTHLY ANALYSIS FEE,,FEE,503847.72
BT-000585,2026-08-26,137.20,debit,RETURNED ITEM FEE,,FEE,503710.52
BT-000591,2026-08-26,67.70,debit,MONTHLY ANALYSIS FEE,,FEE,503642.82
BT-000027,2026-08-27,6686.65,credit,ACH DEP MOAB TRADING POST INV8452,INV8452,ACH-CR,510329.47
BT-000028,2026-08-27,8579.75,credit,ACH DEP PROVO PROVISIONS INV8602,INV8602,ACH-CR,518909.22
BT-000029,2026-08-27,5729.65,credit,ACH DEP EMIGRATION KITCHEN INV8299,INV8299,ACH-CR,524638.87
BT-000036,2026-08-27,7681.10,debit,CHECK PAID 4121,4121,CHK,516957.77
BT-000052,2026-08-27,3409.15,debit,CHECK PAID 4131,4131,CHK,513548.62
BT-000053,2026-08-27,3409.15,debit,CHECK PAID 4132,4132,CHK,510139.47
BT-000069,2026-08-27,2208.25,credit,ACH DEP PROVO PROVISIONS INV8556,INV8556,ACH-CR,512347.72
BT-000132,2026-08-27,385.70,credit,ACH DEP TIMPANOGOS COFFEE INV8467,INV8467,ACH-CR,512733.42
BT-000141,2026-08-27,3156.80,credit,ACH DEP SALTAIR SUPPER CLUB INV8969,INV8969,ACH-CR,515890.22
BT-000184,2026-08-27,1888.15,debit,CHECK PAID 4193,4193,CHK,514002.07
BT-000185,2026-08-27,1888.75,debit,CHECK PAID 4194,4194,CHK,512113.32
BT-000210,2026-08-27,12343.20,credit,ACH DEP MOAB TRADING POST INV8232,INV8232,ACH-CR,524456.52
BT-000259,2026-08-27,1677.90,credit,ACH DEP GRANITE PEAK FOODS INV8232,INV8232,ACH-CR,526134.42
BT-000290,2026-08-27,507.70,debit,CHECK PAID 4245,4245,CHK,525626.72
BT-000294,2026-08-27,3948.95,credit,ACH DEP GRANITE PEAK FOODS INV8714,INV8714,ACH-CR,529575.67
BT-000303,2026-08-27,5759.30,debit,CHECK PAID 4250,4250,CHK,523816.37
BT-000311,2026-08-27,4597.60,debit,CHECK PAID 4255,4255,CHK,519218.77
BT-000344,2026-08-27,3607.45,credit,ACH DEP BRIGHTON BISTRO INV8186,INV8186,ACH-CR,522826.22
BT-000362,2026-08-27,1466.80,credit,ACH DEP JUNIPER TABLE INV8576,INV8576,ACH-CR,524293.02
BT-000387,2026-08-27,5205.15,credit,ACH DEP CANYON RIDGE GRCRY INV8056,INV8056,ACH-CR,529498.17
BT-000390,2026-08-27,8134.40,debit,CHECK PAID 4304,4304,CHK,521363.77
BT-000400,2026-08-27,3707.85,credit,DEPOSIT LAKESIDE GRILL INV8020,INV8020,ACH-CR,525071.62
BT-000422,2026-08-27,4976.25,credit,ACH CREDIT WASATCH DELI GRP INV8821,INV8821,ACH-CR,530047.87
BT-000434,2026-08-27,5899.45,debit,CHECK PAID 4328,4328,CHK,524148.42
BT-000450,2026-08-27,5930.25,debit,CHECK PAID 4335,4335,CHK,518218.17
BT-000482,2026-08-27,5405.95,debit,CHECK PAID 4353,4353,CHK,512812.22
BT-000495,2026-08-27,130.10,credit,ACH CREDIT BONNEV BAGELS,,ACH-CR,512942.32
BT-000501,2026-08-27,5195.25,credit,DEPOSIT CACHE VLY CRMRY,,ACH-CR,518137.57
BT-000550,2026-08-27,5939.80,credit,REMOTE DEP BATCH 829,,DEP,524077.37
BT-000565,2026-08-27,2082.00,debit,ACH DEBIT CEDAR MESA SPICES,,ACH-DR,521995.37
BT-000588,2026-08-27,139.95,debit,ACH ORIGINATION FEE,,FEE,521855.42
BT-000589,2026-08-27,94.65,debit,MONTHLY ANALYSIS FEE,,FEE,521760.77
BT-000024,2026-08-28,2013.30,credit,ACH DEP PARK CITY MARKET INV8362,INV8362,ACH-CR,523774.07
BT-000051,2026-08-28,4812.95,credit,ACH DEP GRANITE PEAK FOODS INV8467,INV8467,ACH-CR,528587.02
BT-000075,2026-08-28,4248.15,credit,ACH DEP RED BUTTE DINER INV8407,INV8407,ACH-CR,532835.17
BT-000098,2026-08-28,3485.25,credit,ACH DEP MOAB TRADING POST INV8839,INV8839,ACH-CR,536320.42
BT-000163,2026-08-28,648.50,credit,ACH DEP PROVO PROVISIONS INV8736,INV8736,ACH-CR,536968.92
BT-000165,2026-08-28,5517.85,debit,CHECK PAID 4184,4184,CHK,531451.07
BT-000169,2026-08-28,1983.30,debit,CHECK PAID 4186,4186,CHK,529467.77
BT-000211,2026-08-28,8407.70,debit,CHECK PAID 4204,4204,CHK,521060.07
BT-000219,2026-08-28,4109.75,debit,CHECK PAID 4210,4210,CHK,516950.32
BT-000226,2026-08-28,7083.00,debit,CHECK PAID 4215,4215,CHK,509867.32
BT-000245,2026-08-28,6283.30,credit,ACH DEP MOAB TRADING POST INV8365,INV8365,ACH-CR,516150.62
BT-000249,2026-08-28,4064.55,credit,ACH DEP COTTONWOOD CATERING INV8506,INV8506,ACH-CR,520215.17
BT-000317,2026-08-28,2322.30,credit,ACH DEP LAKESIDE GRILL INV8065,INV8065,ACH-CR,522537.47
BT-000426,2026-08-28,417.05,credit,ACH CREDIT EMIGRATION KITCHEN INV8866,INV8866,ACH-CR,522954.52
BT-000481,2026-08-28,1818.45,debit,CHECK PAID 4352,4352,CHK,521136.07
BT-000551,2026-08-28,7078.40,credit,REMOTE DEP BATCH 700,,DEP,528214.47
BT-000577,2026-08-28,2453.30,debit,ACH DEBIT SALT FLATS BEVERAGE,,ACH-DR,525761.17
BT-000578,2026-08-28,2676.50,debit,ACH DEBIT SALT FLATS BEVERAGE,,ACH-DR,523084.67
BT-000579,2026-08-28,2398.45,debit,ACH DEBIT SALT FLATS BEVERAGE,,ACH-DR,520686.22
BT-000587,2026-08-28,19.95,debit,WIRE FEE,,FEE,520666.27
BT-000590,2026-08-28,87.25,debit,WIRE FEE,,FEE,520579.02
BT-000057,2026-08-31,3947.95,debit,CHECK PAID 4134,4134,CHK,516631.07
BT-000081,2026-08-31,5154.40,credit,ACH DEP REDROCK PROVISIONS INV8409,INV8409,ACH-CR,521785.47
BT-000103,2026-08-31,5607.35,credit,ACH DEP HEBER VALLEY FOODS INV8709,INV8709,ACH-CR,527392.82
BT-000104,2026-08-31,5606.75,credit,ACH DEP EMIGRATION KITCHEN INV8702,INV8702,ACH-CR,532999.57
BT-000120,2026-08-31,2786.80,debit,CHECK PAID 4163,4163,CHK,530212.77
BT-000127,2026-08-31,20744.50,credit,ACH DEP LAKESIDE GRILL INV8874,INV8874,ACH-CR,550957.27
BT-000142,2026-08-31,6666.30,debit,CHECK PAID 4171,4171,CHK,544290.97
BT-000225,2026-08-31,4348.25,debit,CHECK PAID 4214,4214,CHK,539942.72
BT-000238,2026-08-31,8298.20,debit,CHECK PAID 4219,4219,CHK,531644.52
BT-000260,2026-08-31,14658.80,debit,CHECK PAID 4230,4230,CHK,516985.72
BT-000312,2026-08-31,6113.05,debit,CHECK PAID 4256,4256,CHK,510872.67
BT-000332,2026-08-31,2196.90,debit,CHECK PAID 4268,4268,CHK,508675.77
BT-000333,2026-08-31,450.80,debit,CHECK PAID 4269,4269,CHK,508224.97
BT-000338,2026-08-31,2685.65,debit,CHECK PAID 4272,4272,CHK,505539.32
BT-000346,2026-08-31,3235.00,debit,CHECK PAID 4279,4279,CHK,502304.32
BT-000412,2026-08-31,4923.15,debit,CHECK PAID 4317,4317,CHK,497381.17
BT-000449,2026-08-31,3913.85,credit,ACH CREDIT COPPER RIDGE MARKET INV8129,INV8129,ACH-CR,501295.02
BT-000457,2026-08-31,5600.45,debit,CHECK PAID 4338,4338,CHK,495694.57
BT-000485,2026-08-31,649.70,credit,ACH CREDIT ALTA VISTA BISTRO INV8909,INV8909,ACH-CR,496344.27
BT-000486,2026-08-31,6145.10,credit,DEPOSIT ANTLP ISL FOODS,,ACH-CR,502489.37
BT-000489,2026-08-31,1991.10,credit,ACH CREDIT ANTLP ISL FOODS,,ACH-CR,504480.47
BT-000507,2026-08-31,4841.40,credit,REMOTE DEP WSTCH PRODUCE PTNR,,ACH-CR,509321.87
BT-000593,2026-08-31,45.30,credit,INTEREST CREDIT,,INT,509367.17
BT-000594,2026-08-31,113.25,credit,INTEREST CREDIT,,INT,509480.42
BT-000595,2026-08-31,43.65,credit,INTEREST CREDIT,,INT,509524.07
