item_type,item_id,true_match_group,scenario_code,exception_code,expected_risk,expected_disposition,note
bank,BT-000315,SCN-02-G0315,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
ledger,GL-000306,SCN-02-G0315,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
bank,BT-000316,SCN-02-G0316,SCN-02,,low,match,Posted 4 calendar days after the ledger entry
ledger,GL-000307,SCN-02-G0316,SCN-02,,low,match,Posted 4 calendar days after the ledger entry
bank,BT-000317,SCN-02-G0317,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
ledger,GL-000308,SCN-02-G0317,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
bank,BT-000318,SCN-02-G0318,SCN-02,,low,match,Posted 4 calendar days after the ledger entry
ledger,GL-000309,SCN-02-G0318,SCN-02,,low,match,Posted 4 calendar days after the ledger entry
bank,BT-000319,SCN-02-G0319,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
ledger,GL-000310,SCN-02-G0319,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
bank,BT-000320,SCN-02-G0320,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000311,SCN-02-G0320,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000321,SCN-02-G0321,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000312,SCN-02-G0321,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000322,SCN-02-G0322,SCN-02,,low,match,Posted 4 calendar days after the ledger entry
ledger,GL-000313,SCN-02-G0322,SCN-02,,low,match,Posted 4 calendar days after the ledger entry
bank,BT-000323,SCN-02-G0323,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000314,SCN-02-G0323,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000324,SCN-02-G0324,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000315,SCN-02-G0324,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000325,SCN-02-G0325,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000316,SCN-02-G0325,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000326,SCN-02-G0326,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000317,SCN-02-G0326,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000327,SCN-02-G0327,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
ledger,GL-000318,SCN-02-G0327,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
bank,BT-000328,SCN-02-G0328,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000319,SCN-02-G0328,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000329,SCN-02-G0329,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
ledger,GL-000320,SCN-02-G0329,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
bank,BT-000330,SCN-02-G0330,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000321,SCN-02-G0330,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000331,SCN-02-G0331,SCN-02,,low,match,Posted 4 calendar days after the ledger entry
ledger,GL-000322,SCN-02-G0331,SCN-02,,low,match,Posted 4 calendar days after the ledger entry
bank,BT-000332,SCN-02-G0332,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
ledger,GL-000323,SCN-02-G0332,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
bank,BT-000333,SCN-02-G0333,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000324,SCN-02-G0333,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000334,SCN-02-G0334,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000325,SCN-02-G0334,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000335,SCN-02-G0335,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000326,SCN-02-G0335,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000336,SCN-02-G0336,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000327,SCN-02-G0336,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000337,SCN-02-G0337,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000328,SCN-02-G0337,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000338,SCN-02-G0338,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000329,SCN-02-G0338,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000339,SCN-02-G0339,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000330,SCN-02-G0339,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000340,SCN-02-G0340,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000331,SCN-02-G0340,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000341,SCN-02-G0341,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
ledger,GL-000332,SCN-02-G0341,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
bank,BT-000342,SCN-02-G0342,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
ledger,GL-000333,SCN-02-G0342,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
bank,BT-000343,SCN-02-G0343,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
ledger,GL-000334,SCN-02-G0343,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
bank,BT-000344,SCN-02-G0344,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
ledger,GL-000335,SCN-02-G0344,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
bank,BT-000345,SCN-02-G0345,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000336,SCN-02-G0345,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000346,SCN-02-G0346,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
ledger,GL-000337,SCN-02-G0346,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
bank,BT-000347,SCN-02-G0347,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000338,SCN-02-G0347,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000348,SCN-02-G0348,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000339,SCN-02-G0348,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000349,SCN-02-G0349,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000340,SCN-02-G0349,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000350,SCN-02-G0350,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000341,SCN-02-G0350,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000351,SCN-02-G0351,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000342,SCN-02-G0351,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000352,SCN-02-G0352,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
ledger,GL-000343,SCN-02-G0352,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
bank,BT-000353,SCN-02-G0353,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000344,SCN-02-G0353,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000354,SCN-02-G0354,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
ledger,GL-000345,SCN-02-G0354,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
bank,BT-000355,SCN-02-G0355,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
ledger,GL-000346,SCN-02-G0355,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
bank,BT-000356,SCN-02-G0356,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000347,SCN-02-G0356,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000357,SCN-02-G0357,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000348,SCN-02-G0357,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000358,SCN-02-G0358,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
ledger,GL-000349,SCN-02-G0358,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
bank,BT-000359,SCN-02-G0359,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
ledger,GL-000350,SCN-02-G0359,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
bank,BT-000360,SCN-02-G0360,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
ledger,GL-000351,SCN-02-G0360,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
bank,BT-000361,SCN-02-G0361,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
ledger,GL-000352,SCN-02-G0361,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
bank,BT-000362,SCN-02-G0362,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
ledger,GL-000353,SCN-02-G0362,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
bank,BT-000363,SCN-02-G0363,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000354,SCN-02-G0363,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000364,SCN-02-G0364,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
ledger,GL-000355,SCN-02-G0364,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
bank,BT-000365,SCN-02-G0365,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000356,SCN-02-G0365,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000366,SCN-02-G0366,SCN-02,,low,match,Posted 4 calendar days after the ledger entry
ledger,GL-000357,SCN-02-G0366,SCN-02,,low,match,Posted 4 calendar days after the ledger entry
bank,BT-000367,SCN-02-G0367,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000358,SCN-02-G0367,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000368,SCN-02-G0368,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000359,SCN-02-G0368,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000369,SCN-02-G0369,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
ledger,GL-000360,SCN-02-G0369,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
bank,BT-000370,SCN-02-G0370,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
ledger,GL-000361,SCN-02-G0370,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
bank,BT-000371,SCN-02-G0371,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
ledger,GL-000362,SCN-02-G0371,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
bank,BT-000372,SCN-02-G0372,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
ledger,GL-000363,SCN-02-G0372,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
bank,BT-000373,SCN-02-G0373,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000364,SCN-02-G0373,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000374,SCN-02-G0374,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000365,SCN-02-G0374,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000375,SCN-02-G0375,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
ledger,GL-000366,SCN-02-G0375,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
bank,BT-000376,SCN-02-G0376,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000367,SCN-02-G0376,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000377,SCN-02-G0377,SCN-02,,low,match,Posted 4 calendar days after the ledger entry
ledger,GL-000368,SCN-02-G0377,SCN-02,,low,match,Posted 4 calendar days after the ledger entry
bank,BT-000378,SCN-02-G0378,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
ledger,GL-000369,SCN-02-G0378,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
bank,BT-000379,SCN-02-G0379,SCN-02,,low,match,Posted 4 calendar days after the ledger entry
ledger,GL-000370,SCN-02-G0379,SCN-02,,low,match,Posted 4 calendar days after the ledger entry
bank,BT-000380,SCN-02-G0380,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
ledger,GL-000371,SCN-02-G0380,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
bank,BT-000381,SCN-02-G0381,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
ledger,GL-000372,SCN-02-G0381,SCN-02,,low,match,Posted 3 calendar days after the ledger entry
bank,BT-000382,SCN-02-G0382,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000373,SCN-02-G0382,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000383,SCN-02-G0383,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
ledger,GL-000374,SCN-02-G0383,SCN-02,,low,match,Posted 2 calendar days after the ledger entry
bank,BT-000384,SCN-02-G0384,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000375,SCN-02-G0384,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000385,SCN-02-G0385,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000376,SCN-02-G0385,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000386,SCN-02-G0386,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
ledger,GL-000377,SCN-02-G0386,SCN-02,,low,match,Posted 5 calendar days after the ledger entry
bank,BT-000387,SCN-02-G0387,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
ledger,GL-000378,SCN-02-G0387,SCN-02,,low,match,Posted 1 calendar days after the ledger entry
bank,BT-000388,SCN-03-G0388,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
ledger,GL-000379,SCN-03-G0388,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
bank,BT-000389,SCN-03-G0389,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
ledger,GL-000380,SCN-03-G0389,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
bank,BT-000390,SCN-03-G0390,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
ledger,GL-000381,SCN-03-G0390,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
bank,BT-000391,SCN-03-G0391,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
ledger,GL-000382,SCN-03-G0391,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
bank,BT-000392,SCN-03-G0392,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
ledger,GL-000383,SCN-03-G0392,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
bank,BT-000393,SCN-03-G0393,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
ledger,GL-000384,SCN-03-G0393,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
bank,BT-000394,SCN-03-G0394,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
ledger,GL-000385,SCN-03-G0394,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
bank,BT-000395,SCN-03-G0395,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
ledger,GL-000386,SCN-03-G0395,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
bank,BT-000396,SCN-03-G0396,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
ledger,GL-000387,SCN-03-G0396,SCN-03,,medium,match,"New counterparty, abbreviated bank description"
bank,BT-000397,SCN-03-G0397,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000388,SCN-03-G0397,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000398,SCN-03-G0398,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000389,SCN-03-G0398,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000399,SCN-03-G0399,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000390,SCN-03-G0399,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000400,SCN-03-G0400,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000391,SCN-03-G0400,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000401,SCN-03-G0401,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000392,SCN-03-G0401,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000402,SCN-03-G0402,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000393,SCN-03-G0402,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000403,SCN-03-G0403,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000394,SCN-03-G0403,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000404,SCN-03-G0404,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000395,SCN-03-G0404,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000405,SCN-03-G0405,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000396,SCN-03-G0405,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000406,SCN-03-G0406,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000397,SCN-03-G0406,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000407,SCN-03-G0407,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000398,SCN-03-G0407,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000408,SCN-03-G0408,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000399,SCN-03-G0408,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000409,SCN-03-G0409,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000400,SCN-03-G0409,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000410,SCN-03-G0410,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000401,SCN-03-G0410,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000411,SCN-03-G0411,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000402,SCN-03-G0411,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000412,SCN-03-G0412,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000403,SCN-03-G0412,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000413,SCN-03-G0413,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000404,SCN-03-G0413,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000414,SCN-03-G0414,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000405,SCN-03-G0414,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000415,SCN-03-G0415,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000406,SCN-03-G0415,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000416,SCN-03-G0416,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000407,SCN-03-G0416,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000417,SCN-03-G0417,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000408,SCN-03-G0417,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000418,SCN-03-G0418,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000409,SCN-03-G0418,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000419,SCN-03-G0419,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000410,SCN-03-G0419,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000420,SCN-03-G0420,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000411,SCN-03-G0420,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000421,SCN-03-G0421,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000412,SCN-03-G0421,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000422,SCN-03-G0422,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000413,SCN-03-G0422,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000423,SCN-03-G0423,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000414,SCN-03-G0423,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000424,SCN-03-G0424,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000415,SCN-03-G0424,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000425,SCN-03-G0425,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000416,SCN-03-G0425,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000426,SCN-03-G0426,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000417,SCN-03-G0426,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000427,SCN-03-G0427,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000418,SCN-03-G0427,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000428,SCN-03-G0428,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000419,SCN-03-G0428,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000429,SCN-03-G0429,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000420,SCN-03-G0429,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000430,SCN-03-G0430,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000421,SCN-03-G0430,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000431,SCN-03-G0431,SCN-03,,low,match,"Abbreviated bank description, no reference"
ledger,GL-000422,SCN-03-G0431,SCN-03,,low,match,"Abbreviated bank description, no reference"
bank,BT-000432,SCN-04-G0432,SCN-04,,low,match,Single deposit equal to 4 ledger receipts
ledger,GL-000423,SCN-04-G0432,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000424,SCN-04-G0432,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000425,SCN-04-G0432,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000426,SCN-04-G0432,SCN-04,,low,match,Member of a grouped deposit
bank,BT-000433,SCN-04-G0433,SCN-04,,low,match,Single deposit equal to 3 ledger receipts
ledger,GL-000427,SCN-04-G0433,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000428,SCN-04-G0433,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000429,SCN-04-G0433,SCN-04,,low,match,Member of a grouped deposit
bank,BT-000434,SCN-04-G0434,SCN-04,,low,match,Single deposit equal to 4 ledger receipts
ledger,GL-000430,SCN-04-G0434,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000431,SCN-04-G0434,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000432,SCN-04-G0434,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000433,SCN-04-G0434,SCN-04,,low,match,Member of a grouped deposit
bank,BT-000435,SCN-04-G0435,SCN-04,,low,match,Single deposit equal to 3 ledger receipts
ledger,GL-000434,SCN-04-G0435,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000435,SCN-04-G0435,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000436,SCN-04-G0435,SCN-04,,low,match,Member of a grouped deposit
bank,BT-000436,SCN-04-G0436,SCN-04,,low,match,Single deposit equal to 4 ledger receipts
ledger,GL-000437,SCN-04-G0436,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000438,SCN-04-G0436,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000439,SCN-04-G0436,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000440,SCN-04-G0436,SCN-04,,low,match,Member of a grouped deposit
bank,BT-000437,SCN-04-G0437,SCN-04,,low,match,Single deposit equal to 3 ledger receipts
ledger,GL-000441,SCN-04-G0437,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000442,SCN-04-G0437,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000443,SCN-04-G0437,SCN-04,,low,match,Member of a grouped deposit
bank,BT-000438,SCN-04-G0438,SCN-04,,low,match,Single deposit equal to 4 ledger receipts
ledger,GL-000444,SCN-04-G0438,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000445,SCN-04-G0438,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000446,SCN-04-G0438,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000447,SCN-04-G0438,SCN-04,,low,match,Member of a grouped deposit
bank,BT-000439,SCN-04-G0439,SCN-04,,low,match,Single deposit equal to 3 ledger receipts
ledger,GL-000448,SCN-04-G0439,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000449,SCN-04-G0439,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000450,SCN-04-G0439,SCN-04,,low,match,Member of a grouped deposit
bank,BT-000440,SCN-04-G0440,SCN-04,,low,match,Single deposit equal to 4 ledger receipts
ledger,GL-000451,SCN-04-G0440,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000452,SCN-04-G0440,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000453,SCN-04-G0440,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000454,SCN-04-G0440,SCN-04,,low,match,Member of a grouped deposit
bank,BT-000441,SCN-04-G0441,SCN-04,,low,match,Single deposit equal to 3 ledger receipts
ledger,GL-000455,SCN-04-G0441,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000456,SCN-04-G0441,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000457,SCN-04-G0441,SCN-04,,low,match,Member of a grouped deposit
ledger,GL-000458,SCN-05-G0442,SCN-05,,low,match,Single ledger entry equal to 3 bank items
bank,BT-000442,SCN-05-G0442,SCN-05,,low,match,Member of a split payment
bank,BT-000443,SCN-05-G0442,SCN-05,,low,match,Member of a split payment
bank,BT-000444,SCN-05-G0442,SCN-05,,low,match,Member of a split payment
ledger,GL-000459,SCN-05-G0443,SCN-05,,low,match,Single ledger entry equal to 3 bank items
bank,BT-000445,SCN-05-G0443,SCN-05,,low,match,Member of a split payment
bank,BT-000446,SCN-05-G0443,SCN-05,,low,match,Member of a split payment
bank,BT-000447,SCN-05-G0443,SCN-05,,low,match,Member of a split payment
ledger,GL-000460,SCN-05-G0444,SCN-05,,low,match,Single ledger entry equal to 3 bank items
bank,BT-000448,SCN-05-G0444,SCN-05,,low,match,Member of a split payment
bank,BT-000449,SCN-05-G0444,SCN-05,,low,match,Member of a split payment
bank,BT-000450,SCN-05-G0444,SCN-05,,low,match,Member of a split payment
ledger,GL-000461,SCN-05-G0445,SCN-05,,low,match,Single ledger entry equal to 3 bank items
bank,BT-000451,SCN-05-G0445,SCN-05,,low,match,Member of a split payment
bank,BT-000452,SCN-05-G0445,SCN-05,,low,match,Member of a split payment
bank,BT-000453,SCN-05-G0445,SCN-05,,low,match,Member of a split payment
ledger,GL-000462,SCN-05-G0446,SCN-05,,low,match,Single ledger entry equal to 3 bank items
bank,BT-000454,SCN-05-G0446,SCN-05,,low,match,Member of a split payment
bank,BT-000455,SCN-05-G0446,SCN-05,,low,match,Member of a split payment
